ASIANPAINT.NS,AXISBANK.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
0.00837192963808775,0.00837192963808775,0.061860665678977966,0.061860665678977966,0.00837192963808775,0.00837192963808775,0.061860665678977966,0.061860665678977966,0.061860665678977966,0.061860665678977966,0.00837192963808775,0.00837192963808775,0.061860665678977966,0.061860665678977966,0.061860665678977966,0.061860665678977966,0.061860665678977966,0.00837192963808775,0.00837192963808775,0.061860665678977966,0.00837192963808775,0.00837192963808775,0.00837192963808775,0.00837192963808775,0.00837192963808775,0.00837192963808775,0.061860665678977966,0.00837192963808775,0.00837192963808775,0.061860665678977966
0.00837192963808775,0.00837192963808775,0.061860665678977966,0.061860665678977966,0.00837192963808775,0.00837192963808775,0.061860665678977966,0.061860665678977966,0.061860665678977966,0.061860665678977966,0.00837192963808775,0.00837192963808775,0.061860665678977966,0.061860665678977966,0.061860665678977966,0.061860665678977966,0.061860665678977966,0.00837192963808775,0.00837192963808775,0.061860665678977966,0.00837192963808775,0.00837192963808775,0.00837192963808775,0.00837192963808775,0.00837192963808775,0.00837192963808775,0.061860665678977966,0.00837192963808775,0.00837192963808775,0.061860665678977966
0.007946861907839775,0.007946861907839775,0.05871981754899025,0.05871981754899025,0.007946861907839775,0.007946861907839775,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.007946861907839775,0.007946861907839775,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.007946861907839775,0.007946861907839775,0.05871981754899025,0.007946861907839775,0.007946861907839775,0.007946861907839775,0.007946861907839775,0.007946861907839775,0.007946861907839775,0.05871981754899025,0.05871981754899025,0.007946861907839775,0.05871981754899025
0.008845039643347263,0.008845039643347263,0.06535650789737701,0.06535650789737701,0.008845039643347263,0.06535650789737701,0.06535650789737701,0.06535650789737701,0.06535650789737701,0.06535650789737701,0.008845039643347263,0.008845039643347263,0.06535650789737701,0.06535650789737701,0.008845039643347263,0.008845039643347263,0.06535650789737701,0.008845039643347263,0.008845039643347263,0.06535650789737701,0.008845039643347263,0.008845039643347263,0.008845039643347263,0.008845039643347263,0.008845039643347263,0.008845039643347263,0.06535650789737701,0.008845039643347263,0.008845039643347263,0.06535650789737701
0.008845039643347263,0.008845039643347263,0.008845039643347263,0.06535650789737701,0.008845039643347263,0.008845039643347263,0.06535650789737701,0.06535650789737701,0.06535650789737701,0.06535650789737701,0.008845039643347263,0.008845039643347263,0.06535650789737701,0.06535650789737701,0.06535650789737701,0.008845039643347263,0.06535650789737701,0.008845039643347263,0.008845039643347263,0.06535650789737701,0.008845039643347263,0.008845039643347263,0.008845039643347263,0.008845039643347263,0.008845039643347263,0.008845039643347263,0.06535650789737701,0.06535650789737701,0.008845039643347263,0.06535650789737701
0.008845039643347263,0.008845039643347263,0.06535650789737701,0.06535650789737701,0.008845039643347263,0.06535650789737701,0.06535650789737701,0.06535650789737701,0.06535650789737701,0.06535650789737701,0.008845039643347263,0.008845039643347263,0.06535650789737701,0.06535650789737701,0.008845039643347263,0.06535650789737701,0.008845039643347263,0.008845039643347263,0.008845039643347263,0.06535650789737701,0.008845039643347263,0.008845039643347263,0.008845039643347263,0.008845039643347263,0.008845039643347263,0.008845039643347263,0.06535650789737701,0.008845039643347263,0.008845039643347263,0.06535650789737701
0.007946861907839775,0.007946861907839775,0.05871981754899025,0.05871981754899025,0.007946861907839775,0.007946861907839775,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.007946861907839775,0.05871981754899025,0.007946861907839775,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.007946861907839775,0.05871981754899025,0.007946861907839775,0.007946861907839775,0.05871981754899025,0.007946861907839775,0.007946861907839775,0.007946861907839775,0.007946861907839775,0.007946861907839775,0.007946861907839775,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.05871981754899025
0.00756287295371294,0.00756287295371294,0.00756287295371294,0.05588249862194061,0.05588249862194061,0.00756287295371294,0.05588249862194061,0.05588249862194061,0.05588249862194061,0.05588249862194061,0.00756287295371294,0.00756287295371294,0.05588249862194061,0.05588249862194061,0.05588249862194061,0.05588249862194061,0.05588249862194061,0.00756287295371294,0.00756287295371294,0.05588249862194061,0.00756287295371294,0.05588249862194061,0.00756287295371294,0.00756287295371294,0.00756287295371294,0.00756287295371294,0.05588249862194061,0.05588249862194061,0.00756287295371294,0.05588249862194061
0.007946861907839775,0.05871981754899025,0.007946861907839775,0.05871981754899025,0.007946861907839775,0.007946861907839775,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.007946861907839775,0.007946861907839775,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.007946861907839775,0.007946861907839775,0.05871981754899025,0.007946861907839775,0.007946861907839775,0.007946861907839775,0.007946861907839775,0.007946861907839775,0.007946861907839775,0.05871981754899025,0.05871981754899025,0.05871981754899025,0.007946861907839775
